name,light_years_from_earth,planet_mass,stellar_magnitude,planet_type,planet_radius,orbital_radius,orbital_period,eccentricity,pl_name,solar_system_name,planet_discovery_method,planet_orbital_inclination,host_temperature,host_radius,host_mass,right_ascension,declination
kepler-685 b,3062.0,0.248 Jupiters,15.186,Gas Giant,0.944 x Jupiter,0.0265 AU,1.6 days,0.0,kepler-637 b,Kepler-637,Transit,63.8,6096.0,2.56,1.64,19h29m40.14s,+41d25m00.62s
kepler-686 b,4863.0,Unknown,16.02,Gas Giant,1.084 x Jupiter,0.0258 AU,1.6 days,0.0,kepler-638 b,Kepler-638,Transit,872.57,5382.0,0.93,0.88,18h59m40.66s,+41d37m01.95s
kepler-687 b,2067.0,12.2 Earths,15.695,Neptune-like,0.314 x Jupiter,0.1326 AU,20.5 days,0.0,kepler-639 b,Kepler-639,Transit,295.83,5896.0,1.29,1.14,19h28m44.84s,+41d43m37.00s
kepler-688 b,4429.0,0.216 Jupiters,15.805,Gas Giant,0.871 x Jupiter,0.046 AU,3.9 days,0.0,kepler-640 b,Kepler-640,Transit,35.06,5653.0,0.94,1.01,19h44m07.73s,+42d07m54.26s
kepler-689 b,3692.0,8.7 Earths,15.938,Neptune-like,0.258 x Jupiter,0.1449 AU,22.4 days,0.0,kepler-641 b,Kepler-641,Transit,311.79,5713.0,1.13,1.02,19h27m17.65s,+42d30m58.30s
kepler-68 b,470.0,7.65 Earths,10.077,Neptune-like,0.21 x Jupiter,0.0617 AU,5.4 days,0.0,kepler-642 b,Kepler-642,Transit,719.37,6570.0,1.66,1.4,19h35m20.29s,+42d37m29.81s
kepler-68 c,470.0,2.04 Earths,10.077,Super Earth,0.92 x Earth,0.09059 AU,9.6 days,0.0,kepler-643 b,Kepler-643,Transit,211.71,4908.0,2.52,1.0,19h21m18.54s,+42d53m53.62s
kepler-68 d,470.0,0.84007 Jupiters,10.077,Gas Giant,1.24 x Jupiter,1.4 AU,1.7 years,0.11,kepler-644 b,Kepler-644,Transit,2381.77,6747.0,1.81,1.49,19h41m54.17s,+43d29m35.20s
kepler-690 b,5432.0,29.6 Earths,15.701,Neptune-like,0.531 x Jupiter,0.081 AU,7.7 days,0.0,kepler-645 b,Kepler-645,Transit,1364.76,6170.0,1.21,1.13,19h21m17.45s,+44d02m09.11s
kepler-691 b,910.0,5.02 Earths,16.6,Super Earth,2.09 x Earth,0.0649 AU,8.1 days,0.0,kepler-646 b,Kepler-646,Transit,38.23,5634.0,0.91,0.93,19h21m53.15s,+44d23m13.35s
kepler-692 b,3234.0,9.85 Earths,15.676,Neptune-like,0.277 x Jupiter,0.1495 AU,21.8 days,0.0,kepler-647 b,Kepler-647,Transit,162.79,6020.0,1.07,1.03,18h59m09.19s,+44d35m29.84s
kepler-693 b,3756.0,0.232 Jupiters,16.7286,Gas Giant,0.908 x Jupiter,0.1121 AU,15.4 days,0.0,kepler-647 c,Kepler-647,Transit,37.22,5906.74,1.55,1.07,18h59m09.19s,+44d35m29.84s
kepler-694 b,3337.0,8.25 Earths,15.284,Neptune-like,0.25 x Jupiter,0.0659 AU,6.4 days,0.0,kepler-648 b,Kepler-648,Transit,47.34,5741.0,0.98,1.05,18h55m35.91s,+45d01m00.89s
kepler-695 b,2750.0,0.196 Jupiters,15.262,Gas Giant,0.822 x Jupiter,0.0374 AU,3 days,0.0,kepler-649 b,Kepler-649,Transit,25.15,5871.0,0.94,0.97,19h02m37.40s,+45d04m46.03s
kepler-696 b,4620.0,31.3 Earths,15.308,Neptune-like,0.548 x Jupiter,0.0535 AU,4.2 days,0.0,kepler-65 b,Kepler-65,Transit,2316.09,6211.0,1.41,1.25,19h14m45.29s,+41d09m03.99s
kepler-697 b,4167.0,16 Earths,15.888,Neptune-like,0.368 x Jupiter,0.0471 AU,3.7 days,0.0,kepler-65 c,Kepler-65,Transit,609.99,6211.0,1.41,1.25,19h14m45.29s,+41d09m03.99s
kepler-698 b,6510.0,13.1 Earths,15.716,Neptune-like,0.328 x Jupiter,0.1255 AU,16.3 days,0.0,kepler-65 d,Kepler-65,Transit,394.55,6211.0,1.41,1.25,19h14m45.29s,+41d09m03.99s
kepler-699 b,6817.0,Unknown,15.867,Gas Giant,1.259 x Jupiter,0.1711 AU,27.8 days,0.0,kepler-65 e,Kepler-65,Radial Velocity,,6220.0,1.44,1.25,19h14m45.29s,+41d09m03.99s
kepler-69 b,2383.0,5.65 Earths,13.866,Neptune-like,0.2 x Jupiter,0.094 AU,13.7 days,0.16,kepler-650 b,Kepler-650,Transit,1218.88,5849.0,1.35,1.08,19h16m00.23s,+45d09m15.47s
kepler-69 c,2383.0,3.57 Earths,13.866,Super Earth,1.71 x Earth,0.64 AU,242.5 days,0.14,kepler-651 b,Kepler-651,Transit,27.22,5522.0,0.87,0.92,19h09m19.85s,+46d12m12.37s
kepler-6 b,1915.0,0.668 Jupiters,13.286,Gas Giant,1.304 x Jupiter,0.04852 AU,3.2 days,0.0,kepler-652 b,Kepler-652,Transit,211.88,5490.0,0.88,0.97,19h12m01.94s,+46d28m25.00s
kepler-700 b,4866.0,30 Earths,15.202,Neptune-like,0.534 x Jupiter,0.3577 AU,80.9 days,0.0,kepler-653 b,Kepler-653,Transit,90.38,5665.0,1.19,1.02,18h48m51.13s,+46d43m04.04s
kepler-701 b,2525.0,8.45 Earths,15.056,Neptune-like,0.253 x Jupiter,0.0895 AU,10.4 days,0.0,kepler-653 c,Kepler-653,Transit,3743.28,5665.0,1.19,1.02,18h48m51.13s,+46d43m04.04s
kepler-702 b,3236.0,0.194 Jupiters,15.437,Gas Giant,0.818 x Jupiter,0.088 AU,10.5 days,0.0,kepler-654 b,Kepler-654,Transit,229.31,5865.0,1.11,1.04,19h48m16.41s,+46d50m03.30s
kepler-703 b,3774.0,0.161 Jupiters,15.599,Gas Giant,0.732 x Jupiter,0.0535 AU,4.6 days,0.0,kepler-655 b,Kepler-655,Transit,28.77,6170.0,1.24,1.15,19h49m02.18s,+46d50m35.39s
kepler-704 b,4008.0,7.32 Earths,15.454,Neptune-like,0.233 x Jupiter,0.047 AU,3.8 days,0.0,kepler-656 b,Kepler-656,Transit,924.37,5281.0,0.82,0.86,19h13m18.69s,+47d22m53.54s
kepler-705 b,903.0,5.1 Earths,16.331,Neptune-like,2.11 x Earth,0.232 AU,56.1 days,0.0,kepler-657 b,Kepler-657,Transit,34.07,5808.0,1.01,1.01,19h24m47.35s,+47d18m27.92s
kepler-706 b,2892.0,Unknown,15.274,Gas Giant,1.175 x Jupiter,0.2162 AU,41.4 days,0.0,kepler-658 b,Kepler-658,Transit,223.75,4103.0,0.6,0.63,18h51m56.07s,+47d34m42.20s
kepler-707 b,1930.0,2.33 Earths,15.022,Super Earth,1.33 x Earth,0.0325 AU,2.2 days,0.0,kepler-659 b,Kepler-659,Transit,21.31,4870.0,0.74,0.79,19h10m25.96s,+47d30m34.88s
kepler-708 b,4548.0,8.91 Earths,15.61,Neptune-like,0.261 x Jupiter,0.0426 AU,3.2 days,0.0,kepler-66 b,Kepler-66,Transit,62.84,5962.0,0.97,1.04,19h35m55.57s,+46d41m15.82s
kepler-709 b,2169.0,8.85 Earths,15.261,Neptune-like,0.261 x Jupiter,0.1173 AU,16.1 days,0.0,kepler-660 b,Kepler-660,Transit,44.09,4779.0,0.71,0.75,19h12m33.19s,+47d43m28.43s
kepler-710 b,4724.0,4.19 Earths,15.071,Super Earth,1.88 x Earth,0.0524 AU,4.3 days,0.0,kepler-661 b,Kepler-661,Transit,45.53,4483.0,0.67,0.7,18h54m50.58s,+47d51m47.43s
kepler-711 b,2037.0,11.5 Earths,15.635,Neptune-like,0.304 x Jupiter,0.1429 AU,23.6 days,0.0,kepler-662 b,Kepler-662,Transit,23.82,4897.0,0.74,0.79,19h21m51.62s,+47d55m44.85s
kepler-712 b,2846.0,11.5 Earths,16.161,Neptune-like,0.304 x Jupiter,0.1378 AU,21 days,0.0,kepler-663 b,Kepler-663,Transit,167.98,5264.0,0.82,0.86,19h51m13.97s,+47d56m47.88s
kepler-712 c,2846.0,21 Earths,16.161,Neptune-like,0.433 x Jupiter,0.6732 AU,226.9 days,0.0,kepler-664 b,Kepler-664,Transit,652.43,5754.0,1.02,1.01,19h15m01.18s,+48d13m34.33s
kepler-713 b,3555.0,6.71 Earths,15.171,Neptune-like,0.221 x Jupiter,0.0748 AU,7.4 days,0.0,kepler-665 b,Kepler-665,Transit,20.72,4913.0,0.74,0.79,19h48m06.14s,+48d28m42.84s
kepler-714 b,6796.0,0.213 Jupiters,15.43,Gas Giant,0.863 x Jupiter,0.0832 AU,8.1 days,0.0,kepler-666 b,Kepler-666,Transit,575.64,5887.0,1.05,1.03,19h53m49.65s,+48d47m29.73s
kepler-715 b,4330.0,13.5 Earths,15.204,Neptune-like,0.335 x Jupiter,0.0933 AU,10 days,0.0,kepler-667 b,Kepler-667,Transit,71.82,5327.0,0.87,0.91,19h42m13.20s,+49d01m02.26s
kepler-716 b,2071.0,8.75 Earths,15.314,Neptune-like,0.259 x Jupiter,0.0873 AU,10.4 days,0.0,kepler-668 b,Kepler-668,Transit,77.62,5352.0,0.82,0.87,19h01m59.83s,+49d16m38.18s
kepler-716 c,2071.0,2.52 Earths,15.314,Super Earth,1.393 x Earth,0.046 AU,4 days,0.0,kepler-669 b,Kepler-669,Transit,826.76,6038.0,1.2,1.15,19h27m44.68s,+49d15m14.21s
kepler-717 b,9151.0,6.44 Earths,15.756,Neptune-like,0.216 x Jupiter,0.052 AU,4.4 days,0.0,kepler-67 b,Kepler-67,Transit,34.2,5331.0,0.78,0.86,19h36m36.80s,+46d09m59.03s
kepler-718 b,4248.0,131 Jupiters,15.399,Gas Giant,1.477 x Jupiter,0.0322 AU,2.1 days,0.0,kepler-670 b,Kepler-670,Transit,528.22,5709.0,0.99,0.99,19h48m03.71s,+49d13m31.08s
kepler-719 b,8147.0,0.172 Jupiters,16.128,Gas Giant,0.76 x Jupiter,0.0556 AU,5 days,0.0,kepler-671 b,Kepler-671,Transit,331.44,5624.0,0.95,0.97,19h37m03.78s,+49d18m50.74s
kepler-720 b,3475.0,0.168 Jupiters,15.462,Gas Giant,0.75 x Jupiter,0.0539 AU,4.7 days,0.0,kepler-672 b,Kepler-672,Transit,16.36,5627.0,0.92,0.95,19h26m53.28s,+49d28m51.06s
kepler-721 b,3023.0,7.46 Earths,15.963,Neptune-like,0.236 x Jupiter,0.0583 AU,5.4 days,0.0,kepler-673 b,Kepler-673,Transit,253.46,5355.0,0.84,0.88,19h23m08.58s,+50d03m14.60s
kepler-722 b,4043.0,7.41 Earths,15.489,Neptune-like,0.235 x Jupiter,0.0514 AU,4.1 days,0.0,kepler-674 b,Kepler-674,Transit,146.51,4192.0,0.57,0.6,19h00m42.28s,+50d08m58.88s
kepler-722 c,4043.0,8.35 Earths,15.489,Neptune-like,0.252 x Jupiter,0.4471 AU,105.1 days,0.0,kepler-675 b,Kepler-675,Transit,308.55,4945.0,0.75,0.79,19h35m20.03s,+50d13m49.25s
kepler-723 b,3496.0,Unknown,15.452,Gas Giant,1.088 x Jupiter,0.0479 AU,4.1 days,0.0,kepler-676 b,Kepler-676,Transit,8.24,3701.0,0.49,0.51,19h44m53.29s,+50d17m14.51s
kepler-724 b,2783.0,10.8 Earths,15.284,Neptune-like,0.294 x Jupiter,0.0433 AU,3.3 days,0.0,kepler-677 b,Kepler-677,Transit,683.27,5723.0,0.99,1.0,19h20m23.53s,+50d19m17.66s
kepler-725 b,2474.0,0.25 Jupiters,15.145,Gas Giant,0.948 x Jupiter,0.215 AU,39.6 days,0.0,kepler-678 b,Kepler-678,Transit,113.64,5520.0,0.91,0.94,19h41m49.26s,+50d29m40.23s
kepler-726 b,2486.0,10.7 Earths,15.362,Neptune-like,0.291 x Jupiter,0.1406 AU,21.8 days,0.0,kepler-679 b,Kepler-679,Transit,56.0,5403.0,0.84,0.87,19h44m05.12s,+50d34m04.09s
kepler-727 b,2713.0,6.94 Earths,15.453,Neptune-like,0.226 x Jupiter,0.0546 AU,5.2 days,0.0,kepler-68 b,Kepler-68,Transit,439.92,5875.23,1.26,1.06,19h24m07.75s,+49d02m24.77s
kepler-728 b,5758.0,11.1 Earths,15.585,Neptune-like,0.298 x Jupiter,0.0625 AU,5.7 days,0.0,kepler-68 c,Kepler-68,Transit,204.48,5875.23,1.26,1.06,19h24m07.75s,+49d02m24.77s
kepler-729 b,6267.0,12.5 Earths,15.567,Neptune-like,0.319 x Jupiter,0.0432 AU,3.2 days,0.0,kepler-68 d,Kepler-68,Radial Velocity,,5875.23,1.26,1.06,19h24m07.75s,+49d02m24.77s
kepler-730 b,6312.0,Unknown,15.782,Gas Giant,1.1 x Jupiter,0.0694 AU,6.5 days,0.0,kepler-680 b,Kepler-680,Transit,706.62,5890.0,1.11,1.08,19h26m29.37s,+50d37m05.45s
kepler-730 c,6312.0,3.09 Earths,15.782,Super Earth,1.569 x Earth,0.03997 AU,2.9 days,0.0,kepler-681 b,Kepler-681,Transit,14.15,5021.0,0.76,0.8,19h17m35.94s,+51d15m00.87s
kepler-731 b,4101.0,Unknown,15.386,Gas Giant,1.238 x Jupiter,0.0505 AU,3.9 days,0.0,kepler-682 b,Kepler-682,Transit,306.1,5559.0,0.89,0.92,19h16m26.93s,+51d44m14.49s
kepler-732 b,570.0,5.39 Earths,16.53,Neptune-like,2.18 x Earth,0.0691 AU,9.5 days,0.0,kepler-683 b,Kepler-683,Transit,702.28,5703.0,0.95,0.96,19h25m45.59s,+37d54m20.27s
kepler-732 c,570.0,2.15 Earths,16.53,Super Earth,1.27 x Earth,0.0143 AU,0.9 days,0.0,kepler-684 b,Kepler-684,Transit,102.87,5493.0,0.86,0.89,19h23m28.92s,+38d16m24.95s
kepler-733 b,2990.0,8.35 Earths,15.561,Neptune-like,0.252 x Jupiter,0.1483 AU,20.8 days,0.0,kepler-685 b,Kepler-685,Transit,1137.12,5963.0,1.16,1.11,19h35m29.26s,+38d25m22.51s
kepler-734 b,3775.0,12.4 Earths,14.469,Neptune-like,0.318 x Jupiter,0.0583 AU,6.1 days,0.0,kepler-686 b,Kepler-686,Transit,2132.9,5649.0,0.92,0.94,19h00m51.32s,+39d01m38.88s
kepler-735 b,2267.0,9.01 Earths,15.492,Neptune-like,0.263 x Jupiter,0.0965 AU,11.5 days,0.0,kepler-687 b,Kepler-687,Transit,15.65,4841.0,0.73,0.77,19h17m15.71s,+39d09m11.85s
kepler-736 b,3280.0,8.91 Earths,15.809,Neptune-like,0.261 x Jupiter,0.0428 AU,3.6 days,0.0,kepler-688 b,Kepler-688,Transit,458.91,5715.0,0.96,0.98,19h38m37.26s,+39d18m30.04s
kepler-737 b,669.0,4.5 Earths,15.971,Super Earth,1.96 x Earth,0.1422 AU,28.6 days,0.0,kepler-689 b,Kepler-689,Transit,35.34,5518.0,0.88,0.91,19h38m50.55s,+39d31m18.11s
kepler-738 b,3633.0,6.8 Earths,15.793,Neptune-like,0.223 x Jupiter,0.1552 AU,24.6 days,0.0,kepler-69 b,Kepler-69,Transit,123.52,5638.0,0.93,0.81,19h33m02.62s,+44d52m07.92s
kepler-739 b,4471.0,11 Earths,15.711,Neptune-like,0.296 x Jupiter,0.1054 AU,12.5 days,0.0,kepler-69 c,Kepler-69,Transit,2.69,5638.0,0.93,0.81,19h33m02.62s,+44d52m07.92s
kepler-740 b,4704.0,18.9 Earths,16.022,Neptune-like,0.408 x Jupiter,0.0462 AU,3.6 days,0.0,kepler-690 b,Kepler-690,Transit,225.7,5913.0,1.16,1.11,19h37m57.58s,+39d46m17.31s
kepler-741 b,5421.0,9.11 Earths,15.186,Neptune-like,0.265 x Jupiter,0.0744 AU,7 days,0.0,kepler-691 b,Kepler-691,Transit,12.99,3715.0,0.5,0.53,19h15m14.82s,+40d01m59.63s
kepler-742 b,1596.0,10.6 Earths,15.357,Neptune-like,0.289 x Jupiter,0.0744 AU,8.4 days,0.0,kepler-692 b,Kepler-692,Transit,28.5,5440.0,0.86,0.9,19h39m06.43s,+40d09m13.33s
kepler-743 b,910.0,1.92 Earths,12.66,Super Earth,1.21 x Earth,0.0418 AU,3.2 days,0.0,kepler-693 b,Kepler-693,Transit,31.64,4881.0,0.72,0.76,18h53m00.85s,+40d21m29.58s
kepler-744 b,1468.0,3.26 Earths,13.718,Super Earth,1.62 x Earth,0.0993 AU,12.1 days,0.0,kepler-694 b,Kepler-694,Transit,206.44,5700.0,0.95,0.97,19h24m35.89s,+40d25m13.64s
kepler-745 b,5808.0,5.31 Earths,15.427,Neptune-like,2.16 x Earth,0.0915 AU,9.9 days,0.0,kepler-695 b,Kepler-695,Transit,499.06,5181.0,0.8,0.84,19h57m15.86s,+40d49m20.57s
kepler-746 b,1468.0,1.41 Earths,13.785,Super Earth,1.11 x Earth,0.0435 AU,3.5 days,0.0,kepler-696 b,Kepler-696,Transit,607.52,5903.0,1.08,1.06,19h33m59.18s,+41d08m15.23s
kepler-747 b,10918.0,24.1 Earths,15.595,Neptune-like,0.47 x Jupiter,0.1916 AU,35.6 days,0.0,kepler-697 b,Kepler-697,Transit,472.24,5513.0,0.88,0.92,18h55m27.45s,+41d20m46.99s
kepler-748 b,5565.0,6.9 Earths,15.37,Neptune-like,0.225 x Jupiter,0.0745 AU,7.4 days,0.0,kepler-698 b,Kepler-698,Transit,172.56,5612.0,0.91,0.94,19h14m02.40s,+41d18m06.29s
kepler-749 b,2352.0,9.8 Earths,16.153,Neptune-like,0.277 x Jupiter,0.1054 AU,17.3 days,0.0,kepler-699 b,Kepler-699,Transit,22.24,5330.0,0.78,0.81,19h47m33.16s,+41d23m45.92s
kepler-74 b,3841.0,0.63 Jupiters,14.487,Gas Giant,0.96 x Jupiter,0.0781 AU,7.3 days,0.0,kepler-7 b,Kepler-7,Transit,1375.11,5933.0,1.97,1.36,19h14m19.56s,+41d05m23.04s
kepler-750 b,4228.0,9.64 Earths,14.634,Neptune-like,0.274 x Jupiter,0.093 AU,9.4 days,0.0,kepler-700 b,Kepler-700,Transit,12.07,5692.0,0.96,0.98,19h08m37.01s,+41d33m56.80s
kepler-750 c,4228.0,3.26 Earths,14.634,Super Earth,1.62 x Earth,0.0533 AU,4.1 days,0.0,kepler-701 b,Kepler-701,Transit,75.62,5343.0,0.84,0.88,19h15m58.60s,+41d37m59.93s
kepler-751 b,2481.0,6.62 Earths,15.211,Neptune-like,0.219 x Jupiter,0.1263 AU,17.4 days,0.0,kepler-702 b,Kepler-702,Transit,88.91,5419.0,0.86,0.9,19h35m30.74s,+41d39m42.21s
kepler-752 b,4020.0,8.3 Earths,15.864,Neptune-like,0.251 x Jupiter,0.1353 AU,18.8 days,0.0,kepler-703 b,Kepler-703,Transit,373.11,6185.0,1.27,1.18,19h56m44.85s,+41d44m33.72s
kepler-753 b,896.0,4.31 Earths,14.891,Super Earth,1.91 x Earth,0.054 AU,5.7 days,0.0,kepler-704 b,Kepler-704,Transit,514.12,5616.0,0.96,0.97,18h53m15.93s,+41d50m13.54s
kepler-754 b,5775.0,4.7 Earths,15.352,Super Earth,2.01 x Earth,0.116 AU,14.6 days,0.0,kepler-705 b,Kepler-705,Transit,0.73,3722.0,0.51,0.53,19h18m02.05s,+41d48m43.28s
kepler-755 b,1302.0,3.75 Earths,14.277,Super Earth,1.76 x Earth,0.0214 AU,1.3 days,0.0,kepler-706 b,Kepler-706,Transit,15.01,5394.0,0.84,0.87,19h27m02.47s,+41d56m38.69s
kepler-755 c,1302.0,2.13 Earths,14.277,Super Earth,1.26 x Earth,0.0367 AU,2.9 days,0.0,kepler-707 b,Kepler-707,Transit,336.67,5099.0,0.76,0.8,19h20m01.82s,+42d06m59.29s
kepler-756 b,2779.0,1.46 Earths,15.986,Super Earth,1.12 x Earth,0.0219 AU,1.2 days,0.0,kepler-708 b,Kepler-708,Transit,684.76,5692.0,0.96,0.97,19h35m15.95s,+42d12m45.06s
kepler-757 b,3486.0,2.42 Earths,15.066,Super Earth,1.36 x Earth,0.019 AU,1 days,0.0,kepler-709 b,Kepler-709,Transit,28.22,5071.0,0.77,0.8,19h28m25.27s,+42d22m49.11s
kepler-758 b,4901.0,6.71 Earths,14.379,Neptune-like,0.221 x Jupiter,0.1019 AU,12.1 days,0.0,kepler-710 b,Kepler-710,Transit,710.87,5611.0,0.91,0.94,19h27m51.39s,+42d41m46.07s
kepler-758 c,4901.0,3.5 Earths,14.379,Super Earth,1.69 x Earth,0.0547 AU,4.8 days,0.0,kepler-711 b,Kepler-711,Transit,15.57,5222.0,0.8,0.84,19h49m50.41s,+42d50m23.34s
kepler-758 d,4901.0,5.14 Earths,14.379,Neptune-like,2.12 x Earth,0.1447 AU,20.5 days,0.0,kepler-712 b,Kepler-712,Transit,15.8,5148.0,0.78,0.84,19h39m38.32s,+42d56m06.72s
kepler-758 e,4901.0,2.96 Earths,14.379,Super Earth,1.53 x Earth,0.0785 AU,8.2 days,0.0,kepler-712 c,Kepler-712,Transit,0.66,5148.0,0.78,0.84,19h39m38.32s,+42d56m06.72s
kepler-759 b,3502.0,5.77 Earths,14.579,Neptune-like,0.203 x Jupiter,0.2329 AU,41.8 days,0.0,kepler-713 b,Kepler-713,Transit,228.28,5785.0,0.99,0.98,19h42m36.33s,+43d01m47.20s
kepler-75 b,2725.0,10.1 Jupiters,15.414,Gas Giant,1.05 x Jupiter,0.0818 AU,8.9 days,0.57,kepler-714 b,Kepler-714,Transit,484.01,5995.0,1.12,1.09,18h50m47.87s,+43d16m21.88s
kepler-760 b,2585.0,9.59 Earths,15.181,Neptune-like,0.273 x Jupiter,0.0772 AU,8.7 days,0.0,kepler-715 b,Kepler-715,Transit,181.41,5871.0,1.04,1.04,18h54m31.39s,+43d22m45.71s
kepler-760 c,2585.0,2.79 Earths,15.181,Super Earth,1.48 x Earth,0.0333 AU,2.5 days,0.0,kepler-716 b,Kepler-716,Transit,42.49,5099.0,0.78,0.83,19h21m34.36s,+43d21m49.89s
kepler-761 b,2710.0,4.78 Earths,14.993,Super Earth,2.03 x Earth,0.0874 AU,10.1 days,0.0,kepler-716 c,Kepler-716,Transit,229.37,5012.0,0.74,0.83,19h21m34.36s,+43d21m49.89s
kepler-762 b,6192.0,Unknown,15.574,Gas Giant,1.131 x Jupiter,0.0493 AU,3.8 days,0.0,kepler-717 b,Kepler-717,Transit,398.0,5485.0,0.85,0.88,19h31m51.72s,+43d20m46.84s
kepler-763 b,3140.0,1.98 Earths,15.965,Super Earth,1.22 x Earth,0.0205 AU,1.2 days,0.0,kepler-718 b,Kepler-718,Transit,1324.2,6191.0,1.3,1.18,19h58m14.85s,+43d30m12.66s
kepler-764 b,3418.0,3.33 Earths,15.555,Super Earth,1.64 x Earth,0.0724 AU,7.3 days,0.0,kepler-719 b,Kepler-719,Transit,234.28,5777.0,0.98,0.99,19h42m08.66s,+43d53m03.88s
kepler-765 b,3511.0,6.48 Earths,14.709,Neptune-like,0.217 x Jupiter,0.1754 AU,27.7 days,0.0,kepler-720 b,Kepler-720,Transit,384.56,5618.0,0.92,0.95,19h54m32.56s,+44d10m15.38s
kepler-766 b,7495.0,11.4 Earths,15.825,Neptune-like,0.302 x Jupiter,0.066 AU,6.1 days,0.0,kepler-721 b,Kepler-721,Transit,138.75,5075.0,0.78,0.82,18h57m43.32s,+44d28m49.36s
kepler-767 b,7343.0,35.7 Earths,15.678,Neptune-like,0.592 x Jupiter,0.5874 AU,161.5 days,0.0,kepler-722 b,Kepler-722,Transit,414.6,5863.0,1.05,1.03,19h21m03.19s,+44d33m23.06s
kepler-768 b,2559.0,3.86 Earths,15.969,Super Earth,1.79 x Earth,0.092 AU,11.4 days,0.0,kepler-722 c,Kepler-722,Transit,5.48,5863.0,1.05,1.03,19h21m03.19s,+44d33m23.06s
kepler-769 b,3815.0,8.85 Earths,14.984,Neptune-like,0.261 x Jupiter,0.0778 AU,7.4 days,0.0,kepler-723 b,Kepler-723,Transit,251.48,5539.0,0.89,0.92,18h59m19.31s,+44d39m29.14s
kepler-769 c,3815.0,3.86 Earths,14.984,Super Earth,1.79 x Earth,0.1297 AU,16 days,0.0,kepler-724 b,Kepler-724,Transit,339.4,5437.0,0.86,0.9,19h33m49.16s,+44d47m34.02s
kepler-76 b,2684.0,2.01 Jupiters,13.474,Gas Giant,1.36 x Jupiter,0.0274 AU,1.5 days,0.0,kepler-725 b,Kepler-725,Transit,10.97,5363.0,0.84,0.88,18h55m54.60s,+44d48m41.62s
kepler-770 b,3035.0,5.9 Earths,14.852,Neptune-like,0.205 x Jupiter,0.1694 AU,18.9 days,0.0,kepler-726 b,Kepler-726,Transit,25.3,5452.0,0.85,0.88,19h26m52.15s,+44d53m14.45s
kepler-770 c,3035.0,1.87 Earths,14.852,Super Earth,1.2 x Earth,0.0309 AU,1.5 days,0.0,kepler-727 b,Kepler-727,Transit,176.69,5441.0,0.86,0.89,19h39m23.26s,+45d02m03.90s
kepler-770 d,3035.0,2.54 Earths,14.852,Super Earth,1.4 x Earth,0.0616 AU,4.2 days,0.0,kepler-728 b,Kepler-728,Transit,484.51,5660.0,0.93,0.95,19h24m22.17s,+45d06m55.83s
kepler-771 b,4547.0,3.97 Earths,14.958,Super Earth,1.82 x Earth,0.0843 AU,8.7 days,0.0,kepler-729 b,Kepler-729,Transit,1089.55,5633.0,0.91,0.94,19h05m26.41s,+45d24m51.36s
kepler-772 b,3687.0,3.97 Earths,14.145,Super Earth,1.82 x Earth,0.1071 AU,13 days,0.0,kepler-730 b,Kepler-730,Transit,418.8,5620.0,1.41,1.05,19h02m13.15s,+45d34m43.83s
kepler-773 b,1784.0,2.63 Earths,13.387,Super Earth,1.43 x Earth,0.047 AU,3.7 days,0.0,kepler-730 c,Kepler-730,Transit,903.77,5620.0,1.41,1.05,19h02m13.15s,+45d34m43.83s
kepler-774 b,2994.0,10.2 Earths,12.886,Neptune-like,0.283 x Jupiter,0.1114 AU,11.1 days,0.0,kepler-731 b,Kepler-731,Transit,456.7,5849.0,1.06,1.03,19h45m34.37s,+45d34m06.72s
kepler-775 b,1300.0,1.81 Earths,13.564,Super Earth,1.19 x Earth,0.0187 AU,1 days,0.0,kepler-732 b,Kepler-732,Transit,8.56,3631.0,0.46,0.49,18h54m55.61s,+45d57m30.70s
kepler-776 b,2374.0,2.18 Earths,15.562,Super Earth,1.28 x Earth,0.0523 AU,4.9 days,0.0,kepler-732 c,Kepler-732,Transit,199.85,3631.0,0.46,0.49,18h54m55.61s,+45d57m30.70s
kepler-777 b,1445.0,2.76 Earths,16.131,Super Earth,1.47 x Earth,0.0519 AU,5.7 days,0.0,kepler-733 b,Kepler-733,Transit,24.51,5418.0,0.86,0.9,19h32m04.37s,+45d54m52.94s
kepler-778 b,3060.0,3.46 Earths,15.959,Super Earth,1.68 x Earth,0.0453 AU,3.8 days,0.0,kepler-734 b,Kepler-734,Transit,89.25,5326.0,0.78,0.85,19h48m10.95s,+46d01m38.60s
kepler-779 b,924.0,0.721 Earths,16.303,Terrestrial,0.92 x Earth,0.0533 AU,7.1 days,0.0,kepler-735 b,Kepler-735,Transit,32.68,5107.0,0.8,0.85,18h58m45.32s,+46d10m19.70s
kepler-77 b,2086.0,0.43 Jupiters,14.152,Gas Giant,0.96 x Jupiter,0.04501 AU,3.6 days,0.0,kepler-736 b,Kepler-736,Transit,233.03,5217.0,0.81,0.86,19h01m33.91s,+46d10m51.35s
kepler-780 b,1819.0,0.64 Earths,13.464,Terrestrial,0.89 x Earth,0.015 AU,0.7 days,0.0,kepler-737 b,Kepler-737,Transit,2.3,3813.0,0.48,0.51,19h27m27.12s,+46d25m44.98s
kepler-781 b,3472.0,8.7 Earths,16.207,Neptune-like,0.258 x Jupiter,0.1019 AU,13.2 days,0.0,kepler-738 b,Kepler-738,Transit,27.64,5327.0,0.82,0.86,19h10m16.72s,+46d34m04.44s
