name,light_years_from_earth,planet_mass,stellar_magnitude,planet_type,planet_radius,orbital_radius,orbital_period,eccentricity,pl_name,solar_system_name,planet_discovery_method,planet_orbital_inclination,host_temperature,host_radius,host_mass,right_ascension,declination
kepler-272 d,2902.0,5.69 Earths,14.811,Neptune-like,0.201 x Jupiter,0.091 AU,10.9 days,0.0,kepler-252 c,Kepler-252,Transit,20.51,4208.0,0.55,0.61,19h42m19.04s,+44d32m45.26s
kepler-273 b,2329.0,2.86 Earths,15.1,Super Earth,1.5 x Earth,0.037 AU,2.9 days,0.0,kepler-253 b,Kepler-253,Transit,194.35,5208.0,0.79,0.85,19h27m22.06s,+44d51m29.25s
kepler-273 c,2329.0,4.58 Earths,15.1,Super Earth,1.98 x Earth,0.073 AU,8 days,0.0,kepler-253 c,Kepler-253,Transit,51.27,5208.0,0.79,0.85,19h27m22.06s,+44d51m29.25s
kepler-274 b,4350.0,2.99 Earths,15.238,Super Earth,1.54 x Earth,0.101 AU,11.6 days,0.0,kepler-253 d,Kepler-253,Transit,24.08,5208.0,0.79,0.85,19h27m22.06s,+44d51m29.25s
kepler-274 c,4350.0,4.04 Earths,15.238,Super Earth,1.84 x Earth,0.204 AU,33.2 days,0.0,kepler-254 b,Kepler-254,Transit,184.34,5957.0,0.91,0.93,19h12m39.52s,+45d48m59.13s
kepler-275 b,6636.0,6.08 Earths,15.289,Neptune-like,0.209 x Jupiter,0.098 AU,10.3 days,0.0,kepler-254 c,Kepler-254,Transit,67.22,5957.0,0.91,0.93,19h12m39.52s,+45d48m59.13s
kepler-275 c,6636.0,11.4 Earths,15.289,Neptune-like,0.302 x Jupiter,0.132 AU,16.1 days,0.0,kepler-254 d,Kepler-254,Transit,38.84,5957.0,0.91,0.93,19h12m39.52s,+45d48m59.13s
kepler-275 d,6636.0,11.1 Earths,15.289,Neptune-like,0.297 x Jupiter,0.224 AU,35.7 days,0.0,kepler-255 b,Kepler-255,Transit,174.4,5573.0,0.93,0.87,19h44m15.42s,+45d58m36.35s
kepler-276 b,3735.0,8.6 Earths,15.481,Neptune-like,0.256 x Jupiter,0.119 AU,14.1 days,0.0,kepler-255 c,Kepler-255,Transit,83.26,5573.0,0.93,0.87,19h44m15.42s,+45d58m36.35s
kepler-276 c,3735.0,16.6 Earths,15.481,Super Earth,0.259 x Jupiter,0.1994 AU,31.9 days,0.0,kepler-255 d,Kepler-255,Transit,1686.09,5431.0,0.86,0.9,19h44m15.42s,+45d58m36.35s
kepler-276 d,3735.0,16.3 Earths,15.481,Super Earth,0.25 x Jupiter,0.2642 AU,48.6 days,0.0,kepler-256 b,Kepler-256,Transit,1225.93,5551.0,1.3,0.97,19h30m19.30s,+46d05m50.49s
kepler-277 b,3186.0,0.275 Jupiters,13.544,Gas Giant,0.261 x Jupiter,0.1385 AU,17.3 days,0.0,kepler-256 c,Kepler-256,Transit,457.07,5551.0,1.3,0.97,19h30m19.30s,+46d05m50.49s
kepler-277 c,3186.0,0.202 Jupiters,13.544,Gas Giant,0.3 x Jupiter,0.2129 AU,33 days,0.0,kepler-256 d,Kepler-256,Transit,221.1,5551.0,1.3,0.97,19h30m19.30s,+46d05m50.49s
kepler-278 b,1445.0,15.6 Earths,11.811,Neptune-like,0.363 x Jupiter,0.207 AU,30.2 days,0.04,kepler-256 e,Kepler-256,Transit,98.9,5551.0,1.3,0.97,19h30m19.30s,+46d05m50.49s
kepler-278 c,1445.0,12.6 Earths,11.811,Neptune-like,0.32 x Jupiter,0.294 AU,51.1 days,0.51,kepler-257 b,Kepler-257,Transit,553.53,5180.0,1.04,0.85,19h49m15.84s,+46d01m23.75s
kepler-279 b,3384.0,12.8 Earths,13.647,Neptune-like,0.323 x Jupiter,0.112 AU,12.3 days,0.0,kepler-257 c,Kepler-257,Transit,142.63,5180.0,1.04,0.85,19h49m15.84s,+46d01m23.75s
kepler-279 c,3384.0,0.155 Jupiters,13.647,Gas Giant,0.384 x Jupiter,0.2236 AU,35.7 days,0.0,kepler-257 d,Kepler-257,Transit,24.53,5180.0,1.04,0.85,19h49m15.84s,+46d01m23.75s
kepler-279 d,3384.0,37.5 Earths,13.647,Neptune-like,0.277 x Jupiter,0.2901 AU,54.4 days,0.0,kepler-258 b,Kepler-258,Transit,27.79,4942.0,0.92,0.82,19h36m16.42s,+46d34m44.89s
kepler-27 b,3407.0,9.11 Jupiters,15.822,Gas Giant,0.357 x Jupiter,0.118 AU,15.3 days,0.0,kepler-258 c,Kepler-258,Transit,7.99,4942.0,0.92,0.82,19h36m16.42s,+46d34m44.89s
kepler-27 c,3407.0,13.8 Jupiters,15.822,Gas Giant,0.437 x Jupiter,0.191 AU,31.3 days,0.0,kepler-259 b,Kepler-259,Transit,113.45,5938.0,0.9,0.93,19h12m50.87s,+46d36m54.17s
kepler-27 d,3407.0,7.78 Earths,15.822,Neptune-like,0.241 x Jupiter,0.0668 AU,6.5 days,0.0,kepler-259 c,Kepler-259,Transit,15.05,5938.0,0.9,0.93,19h12m50.87s,+46d36m54.17s
kepler-280 b,2546.0,2.7 Earths,14.35,Super Earth,1.45 x Earth,0.032 AU,2.1 days,0.0,kepler-26 b,Kepler-26,Transit,7.6,3914.0,0.51,0.54,18h59m45.86s,+46d33m59.22s
kepler-280 c,2546.0,4.7 Earths,14.35,Super Earth,2.01 x Earth,0.056 AU,4.8 days,0.0,kepler-26 c,Kepler-26,Transit,4.82,3914.0,0.51,0.54,18h59m45.86s,+46d33m59.22s
kepler-281 b,5694.0,8.35 Earths,15.931,Neptune-like,0.252 x Jupiter,0.117 AU,14.6 days,0.0,kepler-26 d,Kepler-26,Transit,31.79,4486.0,0.57,0.62,18h59m45.86s,+46d33m59.22s
kepler-281 c,5694.0,24.4 Earths,15.931,Neptune-like,0.474 x Jupiter,0.215 AU,36.3 days,0.0,kepler-26 e,Kepler-26,Transit,1.75,4486.0,0.57,0.62,18h59m45.86s,+46d33m59.22s
kepler-281 d,5694.0,29.5 Earths,15.931,Neptune-like,0.53 x Jupiter,0.5456 AU,148.3 days,0.0,kepler-260 b,Kepler-260,Transit,132.13,5250.0,0.86,0.92,19h27m42.23s,+38d00m50.59s
kepler-282 b,4363.0,1.01 Earths,15.444,Super Earth,1.01 x Earth,0.082 AU,9.2 days,0.0,kepler-260 c,Kepler-260,Transit,6.78,5250.0,0.86,0.92,19h27m42.23s,+38d00m50.59s
kepler-282 c,4363.0,1.87 Earths,15.444,Super Earth,1.2 x Earth,0.106 AU,13.6 days,0.0,kepler-261 b,Kepler-261,Transit,45.78,5098.0,0.79,0.88,19h25m27.54s,+37d36m33.26s
kepler-282 d,4363.0,0.192 Jupiters,15.444,Super Earth,0.219 x Jupiter,0.154 AU,24.8 days,0.0,kepler-261 c,Kepler-261,Transit,14.51,5098.0,0.79,0.88,19h25m27.54s,+37d36m33.26s
kepler-282 e,4363.0,0.177 Jupiters,15.444,Gas Giant,0.277 x Jupiter,0.2269 AU,44.3 days,0.0,kepler-262 b,Kepler-262,Transit,50.17,5841.0,0.88,0.99,19h22m54.89s,+37d15m09.57s
kepler-283 b,1527.0,5.18 Earths,16.216,Neptune-like,2.13 x Earth,0.082 AU,11 days,0.0,kepler-262 c,Kepler-262,Transit,25.26,5841.0,0.88,0.99,19h22m54.89s,+37d15m09.57s
kepler-283 c,1527.0,3.97 Earths,16.216,Super Earth,1.82 x Earth,0.341 AU,92.7 days,0.0,kepler-263 b,Kepler-263,Transit,24.31,5265.0,0.79,0.8,19h29m52.75s,+37d34m04.06s
kepler-284 b,3366.0,5.65 Earths,15.944,Neptune-like,0.2 x Jupiter,0.104 AU,12.7 days,0.0,kepler-263 c,Kepler-263,Transit,5.99,5265.0,0.79,0.8,19h29m52.75s,+37d34m04.06s
kepler-284 c,3366.0,7.32 Earths,15.944,Neptune-like,0.233 x Jupiter,0.213 AU,37.5 days,0.0,kepler-264 b,Kepler-264,Transit,79.48,6158.0,1.55,1.46,19h28m10.71s,+37d22m34.27s
kepler-285 b,2689.0,2.36 Earths,15.198,Super Earth,1.34 x Earth,0.036 AU,2.6 days,0.0,kepler-264 c,Kepler-264,Transit,15.35,6158.0,1.55,1.46,19h28m10.71s,+37d22m34.27s
kepler-285 c,2689.0,1.46 Earths,15.198,Super Earth,1.12 x Earth,0.064 AU,6.2 days,0.0,kepler-265 b,Kepler-265,Transit,220.33,5835.0,1.1,0.98,19h22m02.51s,+41d14m41.07s
kepler-286 b,4002.0,2.07 Earths,15.863,Super Earth,1.24 x Earth,0.027 AU,1.8 days,0.0,kepler-265 c,Kepler-265,Transit,65.36,5835.0,1.1,0.98,19h22m02.51s,+41d14m41.07s
kepler-286 c,4002.0,2.45 Earths,15.863,Super Earth,1.37 x Earth,0.042 AU,3.5 days,0.0,kepler-265 d,Kepler-265,Transit,18.94,5835.0,1.1,0.98,19h22m02.51s,+41d14m41.07s
kepler-286 d,4002.0,2.33 Earths,15.863,Super Earth,1.33 x Earth,0.061 AU,5.9 days,0.0,kepler-265 e,Kepler-265,Transit,10.35,5835.0,1.1,0.98,19h22m02.51s,+41d14m41.07s
kepler-286 e,4002.0,3.78 Earths,15.863,Super Earth,1.77 x Earth,0.176 AU,29.2 days,0.0,kepler-266 b,Kepler-266,Transit,230.4,5885.0,1.03,0.95,19h37m56.25s,+44d10m00.97s
kepler-287 b,2727.0,6.04 Earths,14.952,Neptune-like,0.208 x Jupiter,0.145 AU,20.3 days,0.0,kepler-266 c,Kepler-266,Transit,5.59,5885.0,1.03,0.95,19h37m56.25s,+44d10m00.97s
kepler-287 c,2727.0,10.7 Earths,14.952,Neptune-like,0.291 x Jupiter,0.246 AU,44.9 days,0.0,kepler-267 b,Kepler-267,Transit,45.84,4258.0,0.56,0.54,19h59m19.34s,+47d09m27.27s
kepler-288 b,3895.0,3.43 Earths,15.283,Super Earth,1.67 x Earth,0.065 AU,6.1 days,0.0,kepler-267 c,Kepler-267,Transit,17.58,4258.0,0.56,0.54,19h59m19.34s,+47d09m27.27s
kepler-288 c,3895.0,8.5 Earths,15.283,Neptune-like,0.254 x Jupiter,0.14 AU,19.3 days,0.0,kepler-267 d,Kepler-267,Transit,2.65,4258.0,0.56,0.54,19h59m19.34s,+47d09m27.27s
kepler-288 d,3895.0,7.61 Earths,15.283,Neptune-like,0.238 x Jupiter,0.287 AU,56.6 days,0.0,kepler-268 b,Kepler-268,Transit,64.93,6081.0,1.27,1.13,19h27m54.28s,+38d03m18.12s
kepler-289 b,2298.0,7.3 Earths,14.142,Super Earth,2.15 x Earth,0.21 AU,34.5 days,0.0,kepler-268 c,Kepler-268,Transit,13.66,6081.0,1.27,1.13,19h27m54.28s,+38d03m18.12s
kepler-289 c,2298.0,0.42 Jupiters,14.142,Gas Giant,1.034 x Jupiter,0.51 AU,125.9 days,0.0,kepler-269 b,Kepler-269,Transit,730.77,5847.0,0.96,0.92,19h20m51.64s,+41d46m33.53s
kepler-289 d,2298.0,4 Earths,14.142,Neptune-like,0.239 x Jupiter,0.33 AU,66.1 days,0.0,kepler-269 c,Kepler-269,Transit,416.58,5847.0,0.96,0.92,19h20m51.64s,+41d46m33.53s
kepler-28 b,1430.0,1.51 Jupiters,15.13,Neptune-like,0.321 x Jupiter,0.062 AU,5.9 days,0.0,kepler-27 b,Kepler-27,Transit,28.68,5400.0,0.59,0.65,19h28m56.82s,+41d05m09.14s
kepler-28 c,1430.0,1.36 Jupiters,15.13,Neptune-like,0.303 x Jupiter,0.081 AU,9 days,0.0,kepler-27 c,Kepler-27,Transit,11.07,5400.0,0.59,0.65,19h28m56.82s,+41d05m09.14s
kepler-290 b,2266.0,5.69 Earths,15.775,Neptune-like,0.201 x Jupiter,0.11 AU,14.6 days,0.0,kepler-27 d,Kepler-27,Transit,115.56,5251.0,0.82,0.93,19h28m56.82s,+41d05m09.14s
kepler-290 c,2266.0,7.75 Earths,15.775,Neptune-like,0.241 x Jupiter,0.205 AU,36.8 days,0.0,kepler-270 b,Kepler-270,Transit,178.36,6067.0,1.46,1.17,18h48m48.03s,+44d25m20.21s
kepler-291 b,5827.0,5.31 Earths,16.218,Neptune-like,2.16 x Earth,0.047 AU,3.5 days,0.0,kepler-270 c,Kepler-270,Transit,62.24,6067.0,1.46,1.17,18h48m48.03s,+44d25m20.21s
kepler-291 c,5827.0,4.19 Earths,16.218,Super Earth,1.88 x Earth,0.065 AU,5.7 days,0.0,kepler-271 b,Kepler-271,Transit,75.96,5555.0,0.87,0.9,18h52m00.70s,+44d17m02.79s
kepler-292 b,3446.0,2.3 Earths,16.303,Super Earth,1.32 x Earth,0.035 AU,2.6 days,0.0,kepler-271 c,Kepler-271,Transit,119.63,5555.0,0.87,0.9,18h52m00.70s,+44d17m02.79s
kepler-292 c,3446.0,2.76 Earths,16.303,Super Earth,1.47 x Earth,0.045 AU,3.7 days,0.0,kepler-271 d,Kepler-271,Transit,189.34,5555.0,0.87,0.9,18h52m00.70s,+44d17m02.79s
kepler-292 d,3446.0,5.6 Earths,16.303,Neptune-like,2.23 x Earth,0.068 AU,7.1 days,0.0,kepler-272 b,Kepler-272,Transit,801.74,5297.0,0.93,0.86,19h56m30.61s,+47d35m37.79s
kepler-292 e,3446.0,7.61 Earths,16.303,Neptune-like,0.238 x Jupiter,0.097 AU,12 days,0.0,kepler-272 c,Kepler-272,Transit,310.76,5297.0,0.93,0.86,19h56m30.61s,+47d35m37.79s
kepler-292 f,3446.0,6.12 Earths,16.303,Neptune-like,0.21 x Jupiter,0.141 AU,20.8 days,0.0,kepler-272 d,Kepler-272,Transit,141.13,5297.0,0.93,0.86,19h56m30.61s,+47d35m37.79s
kepler-293 b,3179.0,9.64 Earths,15.452,Neptune-like,0.274 x Jupiter,0.144 AU,19.3 days,0.0,kepler-273 b,Kepler-273,Transit,285.64,5626.0,0.81,0.94,19h25m12.51s,+47d41m51.57s
kepler-293 c,3179.0,14 Earths,15.452,Neptune-like,0.342 x Jupiter,0.286 AU,54.2 days,0.0,kepler-273 c,Kepler-273,Transit,74.89,5626.0,0.81,0.94,19h25m12.51s,+47d41m51.57s
kepler-294 b,4427.0,3.78 Earths,15.948,Super Earth,1.77 x Earth,0.048 AU,3.7 days,0.0,kepler-274 b,Kepler-274,Transit,147.81,6023.0,1.01,1.08,19h31m41.47s,+38d28m37.98s
kepler-294 c,4427.0,7.8 Earths,15.948,Neptune-like,0.242 x Jupiter,0.071 AU,6.6 days,0.0,kepler-274 c,Kepler-274,Transit,36.52,6023.0,1.01,1.08,19h31m41.47s,+38d28m37.98s
kepler-295 b,5543.0,1.98 Earths,14.631,Super Earth,1.22 x Earth,0.099 AU,12.6 days,0.0,kepler-275 b,Kepler-275,Transit,311.76,6165.0,1.38,1.16,19h29m55.13s,+38d30m53.65s
kepler-295 c,5543.0,1.71 Earths,14.631,Super Earth,1.17 x Earth,0.142 AU,21.5 days,0.0,kepler-275 c,Kepler-275,Transit,171.82,6165.0,1.38,1.16,19h29m55.13s,+38d30m53.65s
kepler-295 d,5543.0,2.42 Earths,14.631,Super Earth,1.36 x Earth,0.192 AU,33.9 days,0.0,kepler-275 d,Kepler-275,Transit,59.44,6165.0,1.38,1.16,19h29m55.13s,+38d30m53.65s
kepler-296 b,545.0,3.22 Earths,16.363,Super Earth,1.61 x Earth,0.079 AU,10.9 days,< 0.33,kepler-276 b,Kepler-276,Transit,58.59,6105.0,1.05,1.04,19h34m16.37s,+39d02m10.72s
kepler-296 c,545.0,4.66 Earths,16.363,Neptune-like,2.0 x Earth,0.0521 AU,5.8 days,< 0.33,kepler-276 c,Kepler-276,Transit,19.79,5779.0,1.03,1.1,19h34m16.37s,+39d02m10.72s
kepler-296 d,545.0,5.02 Earths,16.363,Neptune-like,2.09 x Earth,0.118 AU,19.9 days,< 0.33,kepler-276 d,Kepler-276,Transit,11.27,5779.0,1.03,1.1,19h34m16.37s,+39d02m10.72s
kepler-296 e,545.0,2.96 Earths,16.363,Super Earth,1.53 x Earth,0.169 AU,34.1 days,< 0.33,kepler-277 b,Kepler-277,Transit,198.25,5946.0,1.69,1.12,19h06m19.97s,+39d04m38.13s
kepler-296 f,545.0,3.89 Earths,16.363,Super Earth,1.8 x Earth,0.255 AU,63.3 days,< 0.33,kepler-277 c,Kepler-277,Transit,83.9,5946.0,1.69,1.12,19h06m19.97s,+39d04m38.13s
kepler-297 b,2258.0,0.153 Jupiters,14.326,Gas Giant,0.256 x Jupiter,0.217 AU,38.9 days,0.0,kepler-278 b,Kepler-278,Transit,99.27,4991.0,2.94,1.08,19h20m25.73s,+38d42m08.17s
kepler-297 c,2258.0,0.132 Jupiters,14.326,Gas Giant,0.583 x Jupiter,0.336 AU,74.9 days,0.0,kepler-278 c,Kepler-278,Transit,49.15,4991.0,2.94,1.08,19h20m25.73s,+38d42m08.17s
kepler-298 b,1690.0,4.5 Earths,15.617,Super Earth,1.96 x Earth,0.08 AU,10.5 days,0.0,kepler-279 b,Kepler-279,Transit,249.02,6363.0,1.75,1.16,19h09m33.91s,+42d11m41.36s
kepler-298 c,1690.0,4.38 Earths,15.617,Super Earth,1.93 x Earth,0.136 AU,22.9 days,0.0,kepler-279 c,Kepler-279,Transit,60.16,6689.45,1.07,1.1,19h09m33.91s,+42d11m41.36s
kepler-298 d,1690.0,6.8 Earths,15.617,Neptune-like,0.223 x Jupiter,0.305 AU,77.5 days,0.0,kepler-279 d,Kepler-279,Transit,35.74,6689.45,1.07,1.1,19h09m33.91s,+42d11m41.36s
kepler-299 b,3432.0,2.3 Earths,15.232,Super Earth,1.32 x Earth,0.04 AU,2.9 days,0.0,kepler-28 b,Kepler-28,Transit,62.58,4590.0,0.7,0.75,19h28m32.89s,+42d25m46.14s
kepler-299 c,3432.0,7.51 Earths,15.232,Neptune-like,0.236 x Jupiter,0.07 AU,6.9 days,0.0,kepler-28 c,Kepler-28,Transit,35.9,4590.0,0.7,0.75,19h28m32.89s,+42d25m46.14s
kepler-299 d,3432.0,4.12 Earths,15.232,Super Earth,1.86 x Earth,0.118 AU,15.1 days,0.0,kepler-280 b,Kepler-280,Transit,821.89,5744.0,0.89,0.96,19h25m33.73s,+42d10m49.70s
kepler-299 e,3432.0,4.16 Earths,15.232,Super Earth,1.87 x Earth,0.22 AU,38.3 days,0.0,kepler-280 c,Kepler-280,Transit,279.08,5744.0,0.89,0.96,19h25m33.73s,+42d10m49.70s
kepler-29 b,2716.0,5 Earths,15.547,Neptune-like,0.227 x Jupiter,0.0919 AU,10.3 days,0.0,kepler-281 b,Kepler-281,Transit,118.25,5723.0,0.9,0.95,19h36m25.96s,+44d46m14.35s
kepler-29 c,2716.0,4.5 Earths,15.547,Neptune-like,0.209 x Jupiter,0.1087 AU,13.3 days,0.0,kepler-281 c,Kepler-281,Transit,35.2,5723.0,0.9,0.95,19h36m25.96s,+44d46m14.35s
kepler-300 b,3583.0,3.43 Earths,14.25,Super Earth,1.67 x Earth,0.094 AU,10.4 days,0.0,kepler-281 d,Kepler-281,Transit,2.51,5717.0,0.88,0.98,19h36m25.96s,+44d46m14.35s
kepler-300 c,3583.0,5.69 Earths,14.25,Neptune-like,0.201 x Jupiter,0.232 AU,40.7 days,0.0,kepler-282 b,Kepler-282,Transit,195.94,5602.0,0.9,0.79,18h58m42.54s,+44d47m51.50s
kepler-301 b,2346.0,2.39 Earths,14.458,Super Earth,1.35 x Earth,0.036 AU,2.5 days,0.0,kepler-282 c,Kepler-282,Transit,116.12,5602.0,0.9,0.79,18h58m42.54s,+44d47m51.50s
kepler-301 c,2346.0,2.39 Earths,14.458,Super Earth,1.35 x Earth,0.06 AU,5.4 days,0.0,kepler-282 d,Kepler-282,Transit,52.35,5699.0,0.89,0.97,18h58m42.54s,+44d47m51.50s
kepler-301 d,2346.0,3.71 Earths,14.458,Super Earth,1.75 x Earth,0.112 AU,13.8 days,0.0,kepler-282 e,Kepler-282,Transit,24.11,5699.0,0.89,0.97,18h58m42.54s,+44d47m51.50s
kepler-302 b,4575.0,15.5 Earths,15.694,Neptune-like,0.362 x Jupiter,0.193 AU,30.2 days,0.0,kepler-283 b,Kepler-283,Transit,16.26,4351.0,0.57,0.6,19h34m27.30s,+47d50m20.18s
kepler-302 c,4575.0,Unknown,15.694,Gas Giant,1.111 x Jupiter,0.503 AU,127.3 days,0.0,kepler-283 c,Kepler-283,Transit,0.95,4351.0,0.57,0.6,19h34m27.30s,+47d50m20.18s
kepler-303 b,684.0,0.64 Earths,14.917,Terrestrial,0.89 x Earth,0.024 AU,1.9 days,0.0,kepler-284 b,Kepler-284,Transit,38.37,5615.0,0.81,0.92,19h32m35.18s,+47d43m46.94s
kepler-303 c,684.0,1.55 Earths,14.917,Super Earth,1.14 x Earth,0.057 AU,7.1 days,0.0,kepler-284 c,Kepler-284,Transit,9.04,5615.0,0.81,0.92,19h32m35.18s,+47d43m46.94s
kepler-304 b,1418.0,8.55 Earths,15.065,Neptune-like,0.255 x Jupiter,0.039 AU,3.3 days,0.0,kepler-285 b,Kepler-285,Transit,428.41,5411.0,0.81,0.82,19h25m33.80s,+48d03m55.94s
kepler-304 c,1418.0,5.35 Earths,15.065,Neptune-like,2.17 x Earth,0.054 AU,5.3 days,0.0,kepler-285 c,Kepler-285,Transit,137.07,5411.0,0.81,0.82,19h25m33.80s,+48d03m55.94s
kepler-304 d,1418.0,8 Earths,15.065,Neptune-like,0.245 x Jupiter,0.08 AU,9.7 days,0.0,kepler-286 b,Kepler-286,Transit,925.92,5580.0,0.86,0.96,19h22m42.28s,+48d17m39.25s
kepler-304 e,1418.0,1.87 Earths,15.065,Super Earth,1.2 x Earth,0.0232 AU,1.5 days,0.0,kepler-286 c,Kepler-286,Transit,384.29,5580.0,0.86,0.96,19h22m42.28s,+48d17m39.25s
kepler-305 b,2833.0,10.5 Earths,15.851,Neptune-like,0.321 x Jupiter,0.0571 AU,5.5 days,0.0,kepler-286 d,Kepler-286,Transit,188.48,5580.0,0.86,0.96,19h22m42.28s,+48d17m39.25s
kepler-305 c,2833.0,6 Earths,15.851,Neptune-like,0.294 x Jupiter,0.0752 AU,8.3 days,0.0,kepler-286 e,Kepler-286,Transit,22.4,5580.0,0.86,0.96,19h22m42.28s,+48d17m39.25s
kepler-305 d,2833.0,9.1 Earths,15.851,Neptune-like,0.242 x Jupiter,0.121 AU,16.7 days,0.0,kepler-287 b,Kepler-287,Transit,35.75,5806.0,1.03,0.97,19h23m42.58s,+48d26m36.45s
kepler-305 e,2833.0,3.87 Earths,15.851,Super Earth,1.794 x Earth,0.0399 AU,3.2 days,0.0,kepler-287 c,Kepler-287,Transit,12.46,5806.0,1.03,0.97,19h23m42.58s,+48d26m36.45s
kepler-306 b,2530.0,2.92 Earths,15.575,Super Earth,1.52 x Earth,0.05 AU,4.6 days,0.0,kepler-288 b,Kepler-288,Transit,247.3,5918.0,1.09,1.03,19h15m39.94s,+39d35m41.11s
kepler-306 c,2530.0,6.12 Earths,15.575,Neptune-like,0.21 x Jupiter,0.067 AU,7.2 days,0.0,kepler-288 c,Kepler-288,Transit,53.15,5918.0,1.09,1.03,19h15m39.94s,+39d35m41.11s
kepler-306 d,2530.0,6.66 Earths,15.575,Neptune-like,0.22 x Jupiter,0.12 AU,17.3 days,0.0,kepler-288 d,Kepler-288,Transit,12.66,5918.0,1.09,1.03,19h15m39.94s,+39d35m41.11s
kepler-306 e,2530.0,5.77 Earths,15.575,Neptune-like,0.203 x Jupiter,0.227 AU,44.8 days,0.0,kepler-289 b,Kepler-289,Transit,27.37,5990.0,1.0,1.08,19h49m51.68s,+42d52m58.27s
kepler-307 b,1878.0,7.44 Earths,14.149,Neptune-like,0.217 x Jupiter,0.0917 AU,10.4 days,0.0,kepler-289 c,Kepler-289,Transit,4.88,5990.0,1.0,1.08,19h49m51.68s,+42d52m58.27s
kepler-307 c,1878.0,3.64 Earths,14.149,Neptune-like,2.2 x Earth,0.1068 AU,13.1 days,0.0,kepler-289 d,Kepler-289,Transit,,5990.0,1.0,1.08,19h49m51.68s,+42d52m58.27s
kepler-308 b,4358.0,5.14 Earths,16.019,Neptune-like,2.12 x Earth,0.09 AU,9.7 days,0.0,kepler-29 b,Kepler-29,Transit,55.9,5378.0,0.73,0.76,19h53m23.61s,+47d29m28.69s
kepler-308 c,4358.0,5.31 Earths,16.019,Neptune-like,2.16 x Earth,0.123 AU,15.4 days,0.0,kepler-29 c,Kepler-29,Transit,34.4,5378.0,0.73,0.76,19h53m23.61s,+47d29m28.69s
kepler-309 b,1776.0,3.05 Earths,15.418,Super Earth,1.56 x Earth,0.059 AU,5.9 days,0.0,kepler-290 b,Kepler-290,Transit,22.64,5147.0,0.74,0.8,19h05m38.41s,+42d40m53.45s
kepler-309 c,1776.0,6.85 Earths,15.418,Neptune-like,0.224 x Jupiter,0.401 AU,105.4 days,0.0,kepler-290 c,Kepler-290,Transit,6.6,5147.0,0.74,0.8,19h05m38.41s,+42d40m53.45s
kepler-30 b,2982.0,11.3 Earths,15.726,Neptune-like,0.348 x Jupiter,0.18 AU,29.3 days,0.04,kepler-291 b,Kepler-291,Transit,627.37,6002.0,1.02,0.9,19h11m39.91s,+42d26m14.16s
kepler-30 c,2982.0,2.01 Jupiters,15.726,Gas Giant,1.097 x Jupiter,0.3 AU,60.3 days,0.01,kepler-291 c,Kepler-291,Transit,332.74,6002.0,1.02,0.9,19h11m39.91s,+42d26m14.16s
kepler-30 d,2982.0,23.1 Earths,15.726,Neptune-like,0.785 x Jupiter,0.5 AU,143.3 days,0.02,kepler-292 b,Kepler-292,Transit,394.3,5299.0,0.83,0.85,19h43m03.89s,+42d25m27.42s
kepler-310 b,1965.0,1.81 Earths,14.376,Super Earth,1.19 x Earth,0.111 AU,13.9 days,0.0,kepler-292 c,Kepler-292,Transit,242.42,5299.0,0.83,0.85,19h43m03.89s,+42d25m27.42s
kepler-310 c,1965.0,11.4 Earths,14.376,Neptune-like,0.302 x Jupiter,0.281 AU,56.5 days,0.0,kepler-292 d,Kepler-292,Transit,103.0,5299.0,0.83,0.85,19h43m03.89s,+42d25m27.42s
kepler-310 d,1965.0,7 Earths,14.376,Super Earth,0.22 x Jupiter,0.392 AU,92.9 days,0.0,kepler-292 e,Kepler-292,Transit,50.92,5299.0,0.83,0.85,19h43m03.89s,+42d25m27.42s
kepler-311 b,2540.0,3.53 Earths,13.902,Super Earth,1.7 x Earth,0.087 AU,9.2 days,0.0,kepler-292 f,Kepler-292,Transit,24.32,5299.0,0.83,0.85,19h43m03.89s,+42d25m27.42s
kepler-311 c,2540.0,2.63 Earths,13.902,Super Earth,1.43 x Earth,0.145 AU,19.7 days,0.0,kepler-293 b,Kepler-293,Transit,28.94,5804.0,0.96,0.94,19h05m25.93s,+42d24m23.37s
kepler-312 b,2602.0,2.21 Earths,13.01,Super Earth,1.29 x Earth,0.031 AU,1.8 days,0.0,kepler-293 c,Kepler-293,Transit,7.29,5804.0,0.96,0.94,19h05m25.93s,+42d24m23.37s
kepler-312 c,2602.0,10.1 Earths,13.01,Neptune-like,0.281 x Jupiter,0.153 AU,19.7 days,0.0,kepler-294 b,Kepler-294,Transit,329.8,5913.0,0.98,0.95,19h09m34.09s,+46d03m33.33s
kepler-313 b,3521.0,6.94 Earths,14.304,Neptune-like,0.226 x Jupiter,0.125 AU,15 days,0.0,kepler-294 c,Kepler-294,Transit,151.49,5913.0,0.98,0.95,19h09m34.09s,+46d03m33.33s
kepler-313 c,3521.0,7.13 Earths,14.304,Neptune-like,0.229 x Jupiter,0.208 AU,32.3 days,0.0,kepler-295 b,Kepler-295,Transit,391.01,5603.0,0.9,0.89,19h01m23.00s,+45d22m03.99s
kepler-314 b,877.0,0.498 Earths,12.64,Terrestrial,0.83 x Earth,0.035 AU,2.5 days,0.0,kepler-295 c,Kepler-295,Transit,192.14,5603.0,0.9,0.89,19h01m23.00s,+45d22m03.99s
